rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",1,1,16,"332772"
2,"spotify:track:23RoR84KodL5HWvUTneQ1w","Peggy Gou","(It Goes Like) Nanana - Edit","XL Recordings",2,3,7,"330481"
3,"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Dave, Central Cee","Sprinter","Neighbourhood / Live Yours",2,2,9,"296312"
4,"spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q","Billie Eilish","What Was I Made For? [From The Motion Picture ""Barbie""]","Darkroom/Interscope Records",4,9,3,"287115"
5,"spotify:track:1DmW5Ep6ywYwxc2HMT5BG6","Loreen","Tattoo","Universal Music AB",1,4,21,"275158"
6,"spotify:track:1vYXt7VSjH9JIM5oRRo7vA","Dua Lipa","Dance The Night - From Barbie The Album","Atlantic Records",6,7,10,"267427"
7,"spotify:track:5eTaQYBE1yrActixMAeLcZ","Calvin Harris, Ellie Goulding","Miracle (with Ellie Goulding)","Columbia",3,5,21,"259773"
8,"spotify:track:1dCSj3mSC1mulxiBoWgDNV","Pommelien Thijs","Erop Of Eronder","Sony Music Entertainment",6,10,8,"242306"
9,"spotify:track:4DHcnVTT87F0zZhRPYmZ3B","Miley Cyrus","Flowers","Columbia",1,6,29,"238403"
10,"spotify:track:3AjSfp5FDvwtMU9XBsbS8j","Creeds","Push Up - Main Edit","Columbia/B1 Recordings",10,13,16,"224912"
11,"spotify:track:3BKD1PwArikchz2Zrlp1qi","David Guetta, Anne-Marie, Coi Leray","Baby Don't Hurt Me","Parlophone UK",5,8,17,"220221"
12,"spotify:track:3k79jB4aGmMDUQzEwa46Rz","Olivia Rodrigo","vampire","Olivia Rodrigo PS",6,11,5,"209176"
13,"spotify:track:42VsgItocQwOQC3XWZ8JNA","Travis Scott, Playboi Carti","FE!N (feat. Playboi Carti)","Cactus Jack/Epic",13,-1,1,"208183"
14,"spotify:track:1A3eBtA4ath65H7PFySd6l","Freeze corleone","Shavkat","MMS CORP",14,35,2,"208120"
15,"spotify:track:741UUVE2kuITl0c6zuqqbO","Nicki Minaj, Ice Spice, Aqua","Barbie World (with Aqua) [From Barbie The Album]","Atlantic Records",14,14,3,"205922"
16,"spotify:track:2F2p7b5Xq20mRyEeWYaeUF","Purple Disco Machine, Kungs, Julian Perretta","Substitution (feat. Julian Perretta)","Columbia Local",9,12,17,"198550"
17,"spotify:track:67nepsnrcZkowTxMWigSbb","Travis Scott, Drake","MELTDOWN (feat. Drake)","Cactus Jack/Epic",17,-1,1,"185749"
18,"spotify:track:3IhM5Mber8KA0NaRNpK2px","Tiësto","Lay Low","Atlantic Records",9,16,25,"182900"
19,"spotify:track:30D9x5LFgL2o9xidjX2wtE","Soolking, Gazo","Casanova","Universal Music MENA Distributed Labels",19,21,4,"175054"
20,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",1,15,49,"173783"
21,"spotify:track:26b3oVLrRUaaybJulow9kz","Libianca","People","5K Records Limited",6,17,30,"166994"
22,"spotify:track:5L3ecxQnQ9qTBmnLQiwf0C","Travis Scott, Bad Bunny, The Weeknd","K-POP","Cactus Jack/Epic",22,26,2,"165115"
23,"spotify:track:1PH2MDbcBAU094DlgTIND1","Travis Scott","THANK GOD","Cactus Jack/Epic",23,-1,1,"164891"
24,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",4,19,137,"164134"
25,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,18,70,"163431"
26,"spotify:track:4kjI1gwQZRKNDkw1nI475M","Travis Scott","MY EYES","Cactus Jack/Epic",26,-1,1,"162369"
27,"spotify:track:3JMLaFMnRMFnBv9sbotjBS","Camille","Rihanna","Mostiko",19,20,11,"157958"
28,"spotify:track:0hL9gOw6XBWsygEUcVjxEc","Travis Scott","HYAENA","Cactus Jack/Epic",28,-1,1,"157329"
29,"spotify:track:6W9qtw3ddhkYznaOxB50p8","Lost Frequencies","The Feeling","Epic Amsterdam",27,27,8,"153243"
30,"spotify:track:7srM9CbmstXMteGv0zbXI5","Dimitri Vegas & Like Mike, David Guetta, Afro Bros, Akon","She Knows - with Akon","Smash The House",30,51,2,"151746"
31,"spotify:track:22skzmqfdWrjJylampe0kt","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton","Can't Hold Us (feat. Ray Dalton)","Macklemore",15,25,281,"146003"
32,"spotify:track:6wsqVwoiVH2kde4k4KKAFU","Travis Scott","I KNOW ?","Cactus Jack/Epic",32,-1,1,"144929"
33,"spotify:track:2LcmbuYX7tyR4DWy3b273L","Goldband","Noodgeval","Goldband",8,30,50,"144783"
34,"spotify:track:0EzNyXyU7gHzj2TN8qYThj","SDM","Bolide allemand","92i / Capitol Music France",15,22,25,"143982"
35,"spotify:track:4fWyBvLIPO68D2Ff87t1em","Maan, Goldband","Stiekem","8ball Music",5,24,39,"137031"
