rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0yLdNVWF3Srea0uzk55zFn","Miley Cyrus","Flowers","Columbia",1,1,3,"917004"
2,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",1,4,23,"300641"
3,"spotify:track:73vIOb4Q7YN6HeJTbscRx5","Oliver Tree, Robin Schulz","Miss You - Bonus Track","Atlantic Records",2,3,17,"298444"
4,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",4,5,9,"273021"
5,"spotify:track:3zkyus0njMCL6phZmNNEeN","Central Cee","LET GO","Central Cee",1,2,7,"267444"
6,"spotify:track:0NZPBYD5qbEWRs3PrGiRkT","Sam Smith, Kim Petras","Unholy (feat. Kim Petras)","Capitol Records UK / EMI",1,6,19,"265165"
7,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",4,7,111,"247375"
8,"spotify:track:5WxVXxCMRnvxUKFq40ELwq","RAYE, 070 Shake","Escapism.","Human Re Sources",8,10,10,"236473"
9,"spotify:track:4nrPB8O7Y7wsOCJdgXkthe","Bizarrap, Shakira","Shakira: Bzrp Music Sessions, Vol. 53","DALE PLAY Records",8,8,3,"233232"
10,"spotify:track:3xrZCGMyXIDqesVz4QwJOL","Aya Nakamura","Baby","Rec. 118",10,32,3,"219570"
11,"spotify:track:7exHT4swWOKL5addPeqkLP","Måneskin","THE LONELIEST","Epic",11,11,17,"216866"
12,"spotify:track:4fWyBvLIPO68D2Ff87t1em","Maan, Goldband","Stiekem","8ball Music",12,14,13,"209636"
13,"spotify:track:16FTTvpIgihyei3EBNw1jd","GAULOIS, Ninho","Jolie (feat. Ninho)","La G Corp / Tiens Tiens Retiens",13,28,3,"208243"
14,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,13,44,"204289"
15,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",9,12,8,"200780"
16,"spotify:track:7vwTsX8UY5QZmPiQUmWkaL","Oscar and the Wolf","Warrior","Universal Music S.A.",6,20,20,"198673"
17,"spotify:track:7Gzz44FpTbZu0DNVVZjwPs","Metejoor, Hannah Mae","Wat Wil Je Van Mij","FruityLabel",17,31,11,"193599"
18,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",3,15,15,"190761"
19,"spotify:track:0QHEIqNKsMoOY5urbzN48u","Meghan Trainor","Made You Look","Epic",12,22,15,"188817"
20,"spotify:track:1L8sanepRgDJlQTsPQ4mU1","Boef, Cristian D, $hirak","Probleem","BOEFMUSIC",6,9,4,"187196"
21,"spotify:track:2LcmbuYX7tyR4DWy3b273L","Goldband","Noodgeval","Goldband",8,16,24,"182536"
22,"spotify:track:1aOl53hkZGHkl2Snhr7opL","Dean Lewis","How Do I Say Goodbye","Universal Music Australia Pty. Ltd.",13,17,19,"180585"
23,"spotify:track:6zJejIfVYLgjud3lTk4DLB","Rosa Linn","SNAP","Columbia",6,18,33,"180379"
24,"spotify:track:6BePGk3eCan4FqaW2X8Qy3","Tiësto, Tate McRae","10:35","Atlantic Records",24,24,13,"178174"
25,"spotify:track:5UPpgOKi0UQMMMSzWWgJJe","Zola","AMBER","AWA",8,19,11,"173736"
26,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Aftermath",9,23,16,"167540"
27,"spotify:track:4h9wh7iOZ0GGn8QVp4RAOB","OneRepublic","I Ain't Worried","Interscope Records",3,21,34,"167328"
28,"spotify:track:0WtM2NBVQNNJLh6scP13H8","Rema, Selena Gomez","Calm Down (with Selena Gomez)","Mavin Records / Jonzing World",17,34,23,"160093"
29,"spotify:track:38T0tPVZHcPZyhtOcCP7pF","Lil Nas X","STAR WALKIN' (League of Legends Worlds Anthem)","Columbia",19,27,19,"154323"
30,"spotify:track:1xzi1Jcr7mEi9K2RfzLOqS","Beyoncé","CUFF IT","Parkwood Entertainment/Columbia",13,33,24,"152846"
31,"spotify:track:3D29kjUyWxsT3jUUTtARVQ","Gazo","DIE","BSB PROD",3,29,27,"145168"
32,"spotify:track:6sCvvleqKbeyOkQDieBYgp","Rihanna","Lift Me Up - From Black Panther: Wakanda Forever - Music From and Inspired By","Roc Nation/Def Jam/Hollywood",9,26,14,"143606"
33,"spotify:track:0JXXNGljqupsJaZsgSbMZV","Miguel","Sure Thing","Jive",26,30,5,"142375"
34,"spotify:track:7wNHu6h06KBh20KVYmnRKa","Ziak","Même pas un grincement","Universal Music Division Capitol Music France",34,47,2,"141445"
35,"spotify:track:3LtpKP5abr2qqjunvjlX5i","Central Cee","Doja","Central Cee",3,37,28,"140584"
36,"spotify:track:3rb0tMq42WfggucPm0HHkA","MEDUZA, James Carter, Elley Duhé, FAST BOY","Bad Memories (feat. Elley Duhé & FAST BOY)","Universal-Island Records Ltd.",16,36,25,"137814"
37,"spotify:track:0DDcpc9ImOsGUWupRj2xu5","Kris Kross Amsterdam, Ronnie Flex, Zoë Tauran","Adrenaline","Cloud 9 Digital",18,42,18,"137760"
38,"spotify:track:5y9KXJV7Gwk3Up34fyPWMr","Boef, KA","Natte Sokken","BOEFMUSIC",38,-1,1,"135560"
39,"spotify:track:22skzmqfdWrjJylampe0kt","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton","Can't Hold Us (feat. Ray Dalton)","Macklemore",32,43,255,"133707"
40,"spotify:track:3BnDvpeuGOj21Ir2aVEtQo","Rema","Calm Down","Mavin Records / Jonzing World",1,40,39,"130745"
41,"spotify:track:0pfP5XgWsu3uDB6NygGBEq","Creeds","Push Up - Original Mix","Columbia/B1 Recordings",38,38,4,"130502"
42,"spotify:track:2WcEQUVZAV7RxNBrHmcFKn","Pommelien Thijs","Zilver","Sony Music Entertainment",42,60,9,"123113"
43,"spotify:track:1mea3bSkSGXuIRvnydlB5b","Coldplay","Viva La Vida","Parlophone UK",41,44,100,"120582"
44,"spotify:track:3K00Ib1shkOEiAXU5pec6e","Lost Frequencies, Elley Duhé, X Ambassadors","Back To You","Epic Amsterdam",41,41,7,"120370"
45,"spotify:track:3NzxPt9QFCTsFBQ0wPVTDe","Maes","Galactic","Omerta 47 Records",25,25,4,"116831"
46,"spotify:track:26b3oVLrRUaaybJulow9kz","Libianca","People","5K Records Limited",35,35,4,"114479"
47,"spotify:track:02MWAaffLxlfxAUY7c5dvx","Glass Animals","Heat Waves","Polydor Records",1,45,107,"114434"
48,"spotify:track:44Xyja7xYPlVC6v2CeweSi","Måneskin, Tom Morello","GOSSIP (feat. Tom Morello)","Epic",48,52,3,"112494"
49,"spotify:track:7yq4Qj7cqayVTp3FF9CWbm","Vance Joy","Riptide","Atlantic Records",42,46,160,"109795"
50,"spotify:track:53tfEupEzQRtVFOeZvk7xq","ROSALÍA","DESPECHÁ","Columbia",29,51,27,"105869"
