rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:23RoR84KodL5HWvUTneQ1w","Peggy Gou","(It Goes Like) Nanana - Edit","XL Recordings",1,1,9,"398754"
2,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",1,2,18,"324304"
3,"spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q","Billie Eilish","What Was I Made For? [From The Motion Picture ""Barbie""]","Darkroom/Interscope Records",3,3,5,"304626"
4,"spotify:track:1vYXt7VSjH9JIM5oRRo7vA","Dua Lipa","Dance The Night - From Barbie The Album","Atlantic Records",4,4,12,"302992"
5,"spotify:track:1dCSj3mSC1mulxiBoWgDNV","Pommelien Thijs","Erop Of Eronder","Sony Music Entertainment",5,8,10,"298907"
6,"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Dave, Central Cee","Sprinter","Neighbourhood / Live Yours",2,5,11,"287736"
7,"spotify:track:1DmW5Ep6ywYwxc2HMT5BG6","Loreen","Tattoo","Universal Music AB",1,6,23,"276618"
8,"spotify:track:4DHcnVTT87F0zZhRPYmZ3B","Miley Cyrus","Flowers","Columbia",1,9,31,"257576"
9,"spotify:track:5eTaQYBE1yrActixMAeLcZ","Calvin Harris, Ellie Goulding","Miracle (with Ellie Goulding)","Columbia",3,7,23,"256183"
10,"spotify:track:3AjSfp5FDvwtMU9XBsbS8j","Creeds","Push Up - Main Edit","Columbia/B1 Recordings",10,10,18,"234499"
11,"spotify:track:3k79jB4aGmMDUQzEwa46Rz","Olivia Rodrigo","vampire","Olivia Rodrigo PS",6,13,7,"224001"
12,"spotify:track:3BKD1PwArikchz2Zrlp1qi","David Guetta, Anne-Marie, Coi Leray","Baby Don't Hurt Me","Parlophone UK",5,12,19,"216854"
13,"spotify:track:30D9x5LFgL2o9xidjX2wtE","Soolking, Gazo","Casanova","Universal Music MENA Distributed Labels",13,14,6,"209087"
14,"spotify:track:741UUVE2kuITl0c6zuqqbO","Nicki Minaj, Ice Spice, Aqua","Barbie World (with Aqua) [From Barbie The Album]","Atlantic Records",11,11,5,"204632"
15,"spotify:track:2F2p7b5Xq20mRyEeWYaeUF","Purple Disco Machine, Kungs, Julian Perretta","Substitution (feat. Julian Perretta)","Columbia Local",9,15,19,"200195"
16,"spotify:track:3JMLaFMnRMFnBv9sbotjBS","Camille","Rihanna","Mostiko",16,18,13,"182115"
17,"spotify:track:22dUzMFttcR3uU17NcOAIv","Calvin Harris, Sam Smith","Desire (with Sam Smith)","Columbia",17,22,3,"182089"
18,"spotify:track:3IhM5Mber8KA0NaRNpK2px","Tiësto","Lay Low","Atlantic Records",9,16,27,"178598"
19,"spotify:track:2BvjmY4Mp5q1AHL0laetd6","Heuss L'enfoiré, Gazo","Saiyan","150 Prod / Straw Production",19,29,9,"174333"
20,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",1,17,51,"173977"
21,"spotify:track:26b3oVLrRUaaybJulow9kz","Libianca","People","5K Records Limited",6,19,32,"171176"
22,"spotify:track:4Dvkj6JhhA12EX05fT7y2e","Harry Styles","As It Was","Columbia",1,21,72,"169683"
23,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",4,20,139,"169632"
24,"spotify:track:6W9qtw3ddhkYznaOxB50p8","Lost Frequencies","The Feeling","Epic Amsterdam",24,28,10,"167504"
25,"spotify:track:0EzNyXyU7gHzj2TN8qYThj","SDM","Bolide allemand","92i / Capitol Music France",15,24,27,"156324"
26,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",26,30,10,"153755"
27,"spotify:track:22skzmqfdWrjJylampe0kt","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton","Can't Hold Us (feat. Ray Dalton)","Macklemore",15,26,283,"149875"
28,"spotify:track:4fWyBvLIPO68D2Ff87t1em","Maan, Goldband","Stiekem","8ball Music",5,27,41,"142485"
29,"spotify:track:2LcmbuYX7tyR4DWy3b273L","Goldband","Noodgeval","Goldband",8,25,52,"141329"
30,"spotify:track:6IdcyYfBz9LG3SWIKVyNgh","Becky G, Omega","Arranca (feat. Omega)","Kemosabe Records/RCA Records",30,38,10,"138383"
31,"spotify:track:4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean","300 Entertainment",31,32,7,"133749"
32,"spotify:track:7srM9CbmstXMteGv0zbXI5","Dimitri Vegas & Like Mike, David Guetta, Afro Bros, Akon","She Knows - with Akon","Smash The House",30,31,4,"130697"
33,"spotify:track:4wNyrbY6B2Okii8VeKo2B2","Tiakola","Meuda","Wati-B",24,34,40,"130416"
34,"spotify:track:5w40ZYhbBMAlHYNDaVJIUu","Post Malone","Chemical","Mercury Records/Republic Records",34,35,18,"130068"
35,"spotify:track:4fYte8ZvTK14NEhAOZocBi","OneRepublic","I Ain't Worried","Interscope Records",3,40,62,"128861"
36,"spotify:track:1A3eBtA4ath65H7PFySd6l","Freeze corleone","Shavkat","MMS CORP",14,23,4,"128286"
37,"spotify:track:5gl0Sw1FaHzio6Sw0s7sQi","Kris Kross Amsterdam, Sofía Reyes, Tinie Tempah","How You Samba","Armada Music",37,43,11,"127425"
38,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",2,33,37,"126614"
