rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0pC6XqDVKQC4czY2bgF7nj","Apache 207","Neunzig","Four Music/Feder Musik",1,-1,1,"4294879"
2,"spotify:track:7oQepKHmXDaPC3rgeLRvQu","Udo Lindenberg, Apache 207","Komet","Warner Music Central Europe",1,1,15,"3715412"
3,"spotify:track:42Ztw2ZtZR3mtWjXpg0R5I","Yung Yury, Damn Yury","TABU.","5Zero",3,8,4,"3209284"
4,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",3,3,3,"3011439"
5,"spotify:track:1ZKMMvWLhxXlk7VXqS7YRG","HoodBlaq","PASS AUF","Columbia/BE.ELA.QU GmbH",5,5,6,"2846400"
6,"spotify:track:4GUrzAwDBOyEMQTo42GGzf","Bonez MC, Gzuz","Cinnamon Roll","187 Strassenbande",2,2,2,"2807215"
7,"spotify:track:6eeUDtR2OHjdDnAlFaO4cl","Bonez MC, Gzuz","Babylon","187 Strassenbande",7,-1,1,"2772524"
8,"spotify:track:4taclmQm9wFcK4dKQjR5ny","RAF Camora, Luciano","All Night","Indipendenza",1,4,5,"2598706"
9,"spotify:track:6DLSBLkABrsLokGPVTk7me","Samra, MERO","Karma","Cataleya Edition",9,-1,1,"2562870"
10,"spotify:track:62NrIrsxxNXJVvtRivWYjM","Ikke Hüftgold, Schürze, DJ Robin","Bumsbar","Summerfield Records",10,-1,1,"2411299"
11,"spotify:track:3pyvUdSZvgrmZbXcEsL2bs","Apache 207","Breaking your heart","Four Music/Feder Musik",2,6,5,"2336582"
12,"spotify:track:5TYmnScjaRecWuBqEaA7S5","01099, Paul, Ski Aggu","Anders","01099/WM Germany",7,7,2,"2251416"
13,"spotify:track:4DHcnVTT87F0zZhRPYmZ3B","Miley Cyrus","Flowers","Columbia",1,9,16,"2088767"
14,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Aftermath",4,10,30,"2023133"
15,"spotify:track:3ixYwMhY3eLvdrz0paiYGD","Kollegah","LORBEERKRANZ","ALPHA MUSIC / igroovemusic.com",15,-1,1,"1728980"
16,"spotify:track:0qCa741ey8PttRgz14D5IG","Summer Cem, Geenaro & Ghana Beats, reezy","BETTER DAYZ (feat. reezy)","Banger Musik/WM Germany",11,11,2,"1694701"
17,"spotify:track:1rDfZwXzeotPuDtBJotaK1","reezy","SHOOT","Four Music/2022 TEENAGER FOREVER Ent.",3,12,6,"1596671"
18,"spotify:track:1DLVP4YYfmSey1gBcELyJg","RIN","OFFLINE","GOLD LEAGUE/DIVISION",18,-1,1,"1579868"
19,"spotify:track:0mNWBN7udBbA3ZtkB80TPM","AK AUSSERKONTROLLE","BLACKOUT","XY Records",11,13,25,"1559889"
20,"spotify:track:3BKD1PwArikchz2Zrlp1qi","David Guetta, Anne-Marie, Coi Leray","Baby Don't Hurt Me","Parlophone UK",17,17,4,"1552020"
21,"spotify:track:3IhM5Mber8KA0NaRNpK2px","Tiësto","Lay Low","Atlantic Records",13,14,17,"1537849"
22,"spotify:track:7DyDjhZMEIK5Ied4juTCyc","AYLIVA, MERO","Sie weiß (feat. Mero)","Whiteheart Records/WM Germany",1,15,17,"1503672"
23,"spotify:track:5CvAzdenlzv3ImMcG7awJV","Julian Sommer, Mia Julia","Peter Pan","Electrola",17,30,6,"1478279"
24,"spotify:track:3TIkXqTbyDU3d8gcCWoI84","Bonez MC, Gzuz","40 Jahre","187 Strassenbande",24,-1,1,"1474947"
25,"spotify:track:6WnIsfCuNqrlngROXGVe1W","AYLIVA","Was mir gefällt","Whiteheart Records/WM Germany",6,16,7,"1455492"
26,"spotify:track:7AyE8MRf4dIK75mqqpks9S","Nina Chuba","Mangos mit Chili","Jive",4,18,13,"1449799"
27,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",2,19,36,"1428104"
28,"spotify:track:6LBmaJYwbLHfQwIreMCLlw","Nina Chuba","Wildberry Lillet","Jive",1,25,38,"1381520"
29,"spotify:track:4YxZQd3I4rj1nqkXgvpCk4","Peter Fox, Inéz","Zukunft Pink (feat. Inéz)","WM Germany",1,24,28,"1348485"
30,"spotify:track:6Q6Os8JhYK3LA73I5tjJXG","Bonez MC, Gzuz","Tanzen (mit Handschellen)","187 Strassenbande",9,35,4,"1335396"
31,"spotify:track:6d3RrJEUhqGk4zxH48jtpS","Bonez MC, Gzuz","Sunnyside Moneymakerz","187 Strassenbande",31,-1,1,"1317470"
32,"spotify:track:7sJNeWTXkZCEC7OnFMpGWL","Luciano, Aitch, BIA","Bamba (feat. Aitch & BIA)","URBAN",1,20,32,"1317266"
33,"spotify:track:46TNrxrt8FqTp4r5StPkCN","Milano, Lune","Blind","DEUX FRÈRES MUSIC",33,-1,1,"1298523"
34,"spotify:track:5qDzKUTHCUiKhewBa9STsE","badmómzjay, Domiziana","Auf die Party","Vertigo Berlin",4,29,8,"1217523"
35,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",5,26,22,"1166962"
36,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",10,32,113,"1098619"
37,"spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M","Apache 207","Roller","Four Music Local",1,40,193,"1092859"
38,"spotify:track:17XWgWKYBKF8a6NAh5Wq0z","Bonez MC, Gzuz","Intro","187 Strassenbande",38,-1,1,"1090249"
39,"spotify:track:4NSjJM4RhFYYck8de4YsTb","AK AUSSERKONTROLLE","SUPERMODEL","XY Records",12,28,7,"1090216"
40,"spotify:track:4atLPkcljMp14JBaigYFKC","Empire Of The Sun, southstar","We Are The People - southstar Remix","Capitol Records",27,36,16,"1066762"
41,"spotify:track:5k2ACWiS4Ev6p5Zj3yCSee","Bonez MC, Gzuz, Sa4","Nicht satt","187 Strassenbande",41,-1,1,"1059913"
42,"spotify:track:4AzR20u5TiZVR4932QbGTt","Jazeek","Diamond Ring","NINETYNINE MUSIC x Good Kid Records x VENTURA Records",24,37,6,"1057597"
43,"spotify:track:0Yyn39gPg8tYSIh9uo3XRi","PA Sports, Kool Savas, AZAD","Modus Rap","Life Is Pain",43,-1,1,"1052024"
44,"spotify:track:6KHtlo2an3m7SMmc16H7YF","Bonez MC, Gzuz","Ganz normal","187 Strassenbande",44,-1,1,"991697"
45,"spotify:track:5mHdCZtVyb4DcJw8799hZp","RAYE, 070 Shake","Escapism.","Human Re Sources",8,39,23,"965277"
