rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6tAKikIvnoWfUeZrfkopLL","Ski Aggu, Joost, Otto Waalkes","Friesenjung","jungeratze & Albino Sports",1,1,5,"4360821"
2,"spotify:track:7oQepKHmXDaPC3rgeLRvQu","Udo Lindenberg, Apache 207","Komet","Warner Music Central Europe",1,2,23,"3499754"
3,"spotify:track:42Ztw2ZtZR3mtWjXpg0R5I","Yung Yury, Damn Yury","TABU.","5Zero",1,4,12,"2958527"
4,"spotify:track:4ORixxN5kLrSgSwwuttB4t","AYLIVA","In deinen Armen","Whiteheart Records/WM Germany",3,3,2,"2423383"
5,"spotify:track:7AOJcugo17Kr1WUheSI6Oq","Luca-Dante Spadafora, Niklas Dee, Octavian, Peter Plate, Ulf Leo Sommer","Mädchen auf dem Pferd","Zeitgeist",5,10,5,"2403942"
6,"spotify:track:49yltQawwVb9gjxIpWG7Bu","Luciano","We Too Deep","URBAN",6,-1,1,"2400894"
7,"spotify:track:2mitiDTMPJ82NxsUyK9pu5","Azet, Dardan","Gang","FastLife Records/Warner Music Central Europe",7,-1,1,"2135284"
8,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",3,9,11,"2035771"
9,"spotify:track:78h9wCrvci2eKbssISzNbb","RAF Camora, Ahmad Amin","Strada","Indipendenza",5,5,2,"2015669"
10,"spotify:track:4cnazgimJ8PWOWDUHWEMfH","Shindy","FREE SPIRIT","Sony Music/SHINDY",10,160,2,"1977936"
11,"spotify:track:5atei5eVpWKUJj5olSI32L","Apache 207","Wenn das so bleibt","Four Music/Feder Musik",1,8,6,"1846655"
12,"spotify:track:3IhM5Mber8KA0NaRNpK2px","Tiësto","Lay Low","Atlantic Records",12,15,25,"1723892"
13,"spotify:track:6fsbuVwtZHq8bCfUOfmkNL","Apache 207","Breaking your heart","Four Music/Feder Musik",2,11,13,"1718860"
14,"spotify:track:07MQt3L6LsFS5rAgUSSrMO","Apache 207","Was weißt du schon","Four Music/Feder Musik",5,7,3,"1702994"
15,"spotify:track:5TYmnScjaRecWuBqEaA7S5","01099, Paul, Ski Aggu","Anders","01099/WM Germany",7,13,10,"1669749"
