rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:7DyDjhZMEIK5Ied4juTCyc","AYLIVA, MERO","Sie weiß (feat. Mero)","Whiteheart Records/WM Germany",1,1,2,"6852081"
2,"spotify:track:0yLdNVWF3Srea0uzk55zFn","Miley Cyrus","Flowers","Columbia",2,-1,1,"5528888"
3,"spotify:track:0DH7ZmouflLanUgjYaUP0e","Luciano","on my way","URBAN",3,93,2,"2637208"
4,"spotify:track:5WBJoNzyDtXLPR60EZIIeA","Pajel, KALIM","16","Epic/DOPE",4,-1,1,"2542271"
5,"spotify:track:2dHHgzDwk4BJdRwy9uXhTO","Metro Boomin, The Weeknd, 21 Savage","Creepin' (with The Weeknd & 21 Savage)","Republic Records",5,7,7,"2265105"
6,"spotify:track:7lkYdyKCN44Lc5saKwIGhP","The Cratez, Sido, Kontra K, Montez","Spät nach Haus","GOLD LEAGUE/RBK",3,3,2,"2216466"
7,"spotify:track:4YxZQd3I4rj1nqkXgvpCk4","Peter Fox, Inéz","Zukunft Pink (feat. Inéz)","WM Germany",1,2,13,"2207779"
8,"spotify:track:3zkyus0njMCL6phZmNNEeN","Central Cee","LET GO","Central Cee",4,4,5,"2167651"
9,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",2,5,21,"2104431"
10,"spotify:track:7sJNeWTXkZCEC7OnFMpGWL","Luciano, Aitch, BIA","Bamba (feat. Aitch & BIA)","URBAN",1,6,17,"2069142"
11,"spotify:track:5WxVXxCMRnvxUKFq40ELwq","RAYE, 070 Shake","Escapism.","Human Re Sources",9,9,8,"1998488"
12,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Aftermath",6,10,15,"1907555"
13,"spotify:track:1Qrg8KqiBpW07V7PNxwwwL","SZA","Kill Bill","Top Dawg Entertainment/RCA Records",13,17,5,"1877817"
14,"spotify:track:4HkRGYJYn1Y99uXpqTyOI6","Milano, Eddin","Au Revoir","DEUX FRÈRES MUSIC",8,8,2,"1759421"
15,"spotify:track:3nqQXoyQOWXiESFLlDF1hG","Sam Smith, Kim Petras","Unholy (feat. Kim Petras)","Capitol Records UK / EMI",2,11,17,"1753264"
16,"spotify:track:1z9NVyu6rOFQR57vA94xbR","Nina Chuba","Glatteis","Jive",11,12,7,"1627772"
17,"spotify:track:7jtQIBanIiJOMS6RyCx6jZ","Tom Odell","Another Love","ITNO/Columbia",10,15,98,"1534671"
18,"spotify:track:4t2xvZq61Ww2hpdvP1JoRw","reezy","PLAYA'S CIRCLE","Four Music/2022 TEENAGER FOREVER Ent.",18,-1,1,"1508035"
19,"spotify:track:6yeZM8gyykjaf8w0GqRfK4","Nina Chuba","Wildberry Lillet","Jive",1,13,23,"1455280"
20,"spotify:track:4tRhRLBxIZ34Iw0eCuiC03","southstar","Miss You","Columbia/B1 Recordings",6,14,27,"1433194"
21,"spotify:track:0V3wPSX9ygBnCm8psDIegu","Taylor Swift","Anti-Hero","Taylor Swift",7,16,13,"1360749"
22,"spotify:track:1kKvfCmzXzRcfszwQrXFPM","AYLIVA","Bei Nacht","Whiteheart Records/WM Germany",11,22,17,"1268565"
23,"spotify:track:6BePGk3eCan4FqaW2X8Qy3","Tiësto, Tate McRae","10:35","Atlantic Records",23,25,11,"1185031"
24,"spotify:track:3rb0tMq42WfggucPm0HHkA","MEDUZA, James Carter, Elley Duhé, FAST BOY","Bad Memories (feat. Elley Duhé & FAST BOY)","Universal-Island Records Ltd.",17,21,24,"1184051"
25,"spotify:track:5ZduaRci3iNUiDfJbBfAaf","Matt Sassari","Give It To Me - Full Vocal Mix","Cr2 Records",16,19,27,"1178467"
