rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6tAKikIvnoWfUeZrfkopLL","Ski Aggu, Joost, Otto Waalkes","Friesenjung","jungeratze & Albino Sports",1,1,2,"6074669"
2,"spotify:track:2D0sOCo1zDMmt2dgFeqBs4","Bonez MC","Alles nur kein Star","187 Strassenbande",2,-1,1,"3736811"
3,"spotify:track:7oQepKHmXDaPC3rgeLRvQu","Udo Lindenberg, Apache 207","Komet","Warner Music Central Europe",1,3,20,"3338876"
4,"spotify:track:42Ztw2ZtZR3mtWjXpg0R5I","Yung Yury, Damn Yury","TABU.","5Zero",1,4,9,"3168152"
5,"spotify:track:5QVOfXj8466NDNQRAqfWaA","Pashanim","Bagchaser Can","Urban",2,2,3,"2835184"
6,"spotify:track:0zQBUaHR4dOlyPPhqRAr27","Apache 207","Wenn das so bleibt","Four Music/Feder Musik",1,5,3,"2583509"
7,"spotify:track:63aQEOk9W5rqWdLWJoaQws","Ufo361, lucidbeatz","Match_3","Epic/Stay High",7,-1,1,"2506856"
8,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",3,6,8,"2321124"
9,"spotify:track:62NrIrsxxNXJVvtRivWYjM","Ikke Hüftgold, Schürze, DJ Robin","Bumsbar","Summerfield Records",6,10,6,"1827654"
10,"spotify:track:5TYmnScjaRecWuBqEaA7S5","01099, Paul, Ski Aggu","Anders","01099/WM Germany",7,14,7,"1807704"
11,"spotify:track:7JAx138Rw3k7L1rUIgnNqh","HoodBlaq","PASS AUF","Columbia/BE.ELA.QU GmbH",5,7,11,"1789902"
12,"spotify:track:4taclmQm9wFcK4dKQjR5ny","RAF Camora, Luciano","All Night","Indipendenza",1,9,10,"1786278"
13,"spotify:track:4DHcnVTT87F0zZhRPYmZ3B","Miley Cyrus","Flowers","Columbia",1,12,21,"1740323"
14,"spotify:track:2FDTHlrBguDzQkp7PVj16Q","Dave, Central Cee","Sprinter","Neighbourhood / Live Yours",14,-1,1,"1734699"
15,"spotify:track:3IhM5Mber8KA0NaRNpK2px","Tiësto","Lay Low","Atlantic Records",13,18,22,"1731644"
16,"spotify:track:0pC6XqDVKQC4czY2bgF7nj","Apache 207","Neunzig","Four Music/Feder Musik",1,11,6,"1665196"
17,"spotify:track:2hEV30dObDzShJ3MbR9mGQ","RAF Camora, CRO","Bei Nacht","Indipendenza",4,8,3,"1641766"
18,"spotify:track:3pyvUdSZvgrmZbXcEsL2bs","Apache 207","Breaking your heart","Four Music/Feder Musik",2,15,10,"1634693"
19,"spotify:track:2FiJGvN3fiXMwms9IftNV0","FiNCH, Tream","LiEBE AUF DER RÜCKBANK","Walk This Way Records",19,-1,1,"1487537"
20,"spotify:track:1uUgy87UHT9rlbxHirty3g","Peter Fox, Inéz","Zukunft Pink (feat. Inéz)","Warner Music Central Europe",1,13,33,"1472453"
21,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Aftermath",4,21,35,"1451231"
22,"spotify:track:3BKD1PwArikchz2Zrlp1qi","David Guetta, Anne-Marie, Coi Leray","Baby Don't Hurt Me","Parlophone UK",17,22,9,"1420946"
23,"spotify:track:5RluWVBMA4QpTmvDhrkIEn","KALIM","airbnb","Urban",23,-1,1,"1381846"
24,"spotify:track:7AyE8MRf4dIK75mqqpks9S","Nina Chuba","Mangos mit Chili","Jive",4,25,18,"1356373"
25,"spotify:track:3AjSfp5FDvwtMU9XBsbS8j","Creeds","Push Up - Main Edit","Columbia/B1 Recordings",25,44,8,"1329707"
26,"spotify:track:4uUG5RXrOk84mYEfFvj3cK","David Guetta, Bebe Rexha","I'm Good (Blue)","Parlophone UK",2,26,41,"1323279"
27,"spotify:track:4pnVqiT1AEoXh8Cvk4D6DO","MERO, Marlo","Favorites","Pentagon Records Plus",16,16,2,"1279316"
28,"spotify:track:6LBmaJYwbLHfQwIreMCLlw","Nina Chuba","Wildberry Lillet","Jive",1,27,43,"1269325"
29,"spotify:track:1DmW5Ep6ywYwxc2HMT5BG6","Loreen","Tattoo","Universal Music AB",12,24,4,"1266581"
30,"spotify:track:1P5Cnay9p7xi4En8LptC0O","Dardan","Manolo","Hypnotize Entertainment",20,20,2,"1262999"
31,"spotify:track:2MiNSe2Mgi4bpCgTlkXjQb","Dante YN","2020 est.","Epic Local",31,-1,1,"1246147"
32,"spotify:track:3879mntZAUN5J9ejHjjvpr","Tream, treamiboii","Zelten auf Kies","3AM MUSIC",32,32,4,"1227415"
33,"spotify:track:1t3DUBo9FDyH8vROTU4fAi","reezy, Luciano","EXPENSIVE SHIT","Four Music/2022 TEENAGER FOREVER Ent.",1,17,5,"1224720"
34,"spotify:track:1IqnFlpfCH9aC7KVsT1gBV","Kontra K","Der Letzte Tag","Letzte Wölfe",34,-1,1,"1218575"
35,"spotify:track:2hFOXN8Eq2gXIGGMIdHdWJ","Ski Aggu, Endzone, Ericson","Party Sahne","jungeratze",24,34,35,"1208646"
36,"spotify:track:4vWAaoSebO4sp4Jo9f3cVn","Peter Fox","Tuff Cookie","Warner Music Central Europe",19,19,2,"1182132"
37,"spotify:track:0c9jFK9AL7CsO4elFpE1rw","Shirin David","Lächel Doch Mal","Juicy Money Records",7,23,3,"1153944"
