rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:7oQepKHmXDaPC3rgeLRvQu","Udo Lindenberg, Apache 207","Komet","Warner Music Central Europe",1,1,14,"3626074"
2,"spotify:track:3TiDVckwzL4Y1StEXFYGt7","Bonez MC, Gzuz","Cinnamon Roll","187 Strassenbande",2,-1,1,"3370154"
3,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",3,3,2,"3192935"
4,"spotify:track:4taclmQm9wFcK4dKQjR5ny","RAF Camora, Luciano","All Night","Indipendenza",1,2,4,"3055104"
5,"spotify:track:1ZKMMvWLhxXlk7VXqS7YRG","HoodBlaq","PASS AUF","Columbia/BE.ELA.QU GmbH",5,5,5,"2947296"
6,"spotify:track:3pyvUdSZvgrmZbXcEsL2bs","Apache 207","Breaking your heart","Four Music/Feder Musik",2,4,4,"2608541"
7,"spotify:track:5TYmnScjaRecWuBqEaA7S5","01099, Paul, Ski Aggu","Anders","01099/WM Germany",7,-1,1,"2500810"
8,"spotify:track:42Ztw2ZtZR3mtWjXpg0R5I","Yung Yury, Damn Yury","TABU.","5Zero",8,16,3,"2360943"
9,"spotify:track:4DHcnVTT87F0zZhRPYmZ3B","Miley Cyrus","Flowers","Columbia",1,7,15,"2189932"
10,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Aftermath",4,6,29,"2162563"
11,"spotify:track:0qCa741ey8PttRgz14D5IG","Summer Cem, Geenaro & Ghana Beats, reezy","BETTER DAYZ (feat. reezy)","Banger Musik/WM Germany",11,-1,1,"2131235"
12,"spotify:track:1rDfZwXzeotPuDtBJotaK1","reezy","SHOOT","Four Music/2022 TEENAGER FOREVER Ent.",3,8,5,"1757171"
13,"spotify:track:0mNWBN7udBbA3ZtkB80TPM","AK AUSSERKONTROLLE","BLACKOUT","XY Records",11,17,24,"1718743"
