rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:0zQBUaHR4dOlyPPhqRAr27","Apache 207","Wenn das so bleibt","Four Music/Feder Musik",1,-1,1,"4126131"
2,"spotify:track:7oQepKHmXDaPC3rgeLRvQu","Udo Lindenberg, Apache 207","Komet","Warner Music Central Europe",1,2,18,"3521694"
3,"spotify:track:42Ztw2ZtZR3mtWjXpg0R5I","Yung Yury, Damn Yury","TABU.","5Zero",1,1,7,"3241389"
4,"spotify:track:2hEV30dObDzShJ3MbR9mGQ","RAF Camora, CRO","Bei Nacht","Indipendenza",4,-1,1,"2758536"
5,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",3,4,6,"2745851"
6,"spotify:track:0pC6XqDVKQC4czY2bgF7nj","Apache 207","Neunzig","Four Music/Feder Musik",1,3,4,"2624133"
7,"spotify:track:0c9jFK9AL7CsO4elFpE1rw","Shirin David","Lächel Doch Mal","Juicy Money Records",7,-1,1,"2314267"
8,"spotify:track:7JAx138Rw3k7L1rUIgnNqh","HoodBlaq","PASS AUF","Columbia/BE.ELA.QU GmbH",5,9,9,"2136742"
9,"spotify:track:0eLwzWx2WsbZfQQ335bLPQ","HoodBlaq, Bonez MC","MINIMUM (feat. Bonez MC)","Columbia/BE.ELA.QU GmbH",9,-1,1,"2080554"
10,"spotify:track:4taclmQm9wFcK4dKQjR5ny","RAF Camora, Luciano","All Night","Indipendenza",1,8,8,"2079636"
11,"spotify:track:1t3DUBo9FDyH8vROTU4fAi","reezy, Luciano","EXPENSIVE SHIT","Four Music/2022 TEENAGER FOREVER Ent.",1,5,3,"2019924"
12,"spotify:track:62NrIrsxxNXJVvtRivWYjM","Ikke Hüftgold, Schürze, DJ Robin","Bumsbar","Summerfield Records",6,6,4,"1908369"
13,"spotify:track:3pyvUdSZvgrmZbXcEsL2bs","Apache 207","Breaking your heart","Four Music/Feder Musik",2,14,8,"1827049"
14,"spotify:track:4DHcnVTT87F0zZhRPYmZ3B","Miley Cyrus","Flowers","Columbia",1,11,19,"1776557"
15,"spotify:track:5TYmnScjaRecWuBqEaA7S5","01099, Paul, Ski Aggu","Anders","01099/WM Germany",7,10,5,"1767361"
16,"spotify:track:1DmW5Ep6ywYwxc2HMT5BG6","Loreen","Tattoo","Universal Music AB",12,12,2,"1759563"
17,"spotify:track:2H4HtOA24KXUYiINpGZ1ju","RAF Camora","ANNA","Indipendenza",5,7,3,"1660248"
18,"spotify:track:561jH07mF1jHuk7KlaeF0s","Eminem","Mockingbird","Aftermath",4,13,33,"1629451"
19,"spotify:track:3sLGANjytghyOmfRnY54tq","Shindy","CENT'ANNI","Sony Music/SHINDY",19,-1,1,"1568478"
20,"spotify:track:3IhM5Mber8KA0NaRNpK2px","Tiësto","Lay Low","Atlantic Records",13,19,20,"1496279"
