rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6tAKikIvnoWfUeZrfkopLL","Ski Aggu, Joost, Otto Waalkes","Friesenjung","jungeratze & Albino Sports",1,1,6,"3761117"
2,"spotify:track:7oQepKHmXDaPC3rgeLRvQu","Udo Lindenberg, Apache 207","Komet","Warner Music Central Europe",1,2,24,"3290924"
3,"spotify:track:42Ztw2ZtZR3mtWjXpg0R5I","Yung Yury, Damn Yury","TABU.","5Zero",1,3,13,"2780741"
4,"spotify:track:7AOJcugo17Kr1WUheSI6Oq","Luca-Dante Spadafora, Niklas Dee, Octavian, Peter Plate, Ulf Leo Sommer","Mädchen auf dem Pferd","Zeitgeist",4,5,6,"2529660"
5,"spotify:track:4ORixxN5kLrSgSwwuttB4t","AYLIVA","In deinen Armen","Whiteheart Records/WM Germany",3,4,3,"2159662"
6,"spotify:track:1odExI7RdWc4BT515LTAwj","David Kushner","Daylight","Miserable Music Group, LLC",3,8,12,"1936246"
7,"spotify:track:3BzqMLJnK8bHmlnKssixn5","Jamal, HoodBlaq","REIN GEHEN","Columbia/BE.ELA.QU GmbH",7,-1,1,"1872458"
8,"spotify:track:0QlOkt8nkZ8zqu8xb2SHU8","Niklas Dee, Old Jim, Enny-Mae","Not Fair","Astralwerks",8,16,4,"1861892"
9,"spotify:track:5TYmnScjaRecWuBqEaA7S5","01099, Paul, Ski Aggu","Anders","01099/WM Germany",7,15,11,"1720583"
10,"spotify:track:5atei5eVpWKUJj5olSI32L","Apache 207","Wenn das so bleibt","Four Music/Feder Musik",1,11,7,"1700595"
11,"spotify:track:6fsbuVwtZHq8bCfUOfmkNL","Apache 207","Breaking your heart","Four Music/Feder Musik",2,13,14,"1696590"
12,"spotify:track:3k79jB4aGmMDUQzEwa46Rz","Olivia Rodrigo","vampire","Olivia Rodrigo PS",12,-1,1,"1694979"
13,"spotify:track:4U4wfzEfxCHCiAdPg3oage","01099, Paul, Gustav, Zachi","Tempo","01099/WM Germany",13,-1,1,"1586789"
14,"spotify:track:3AjSfp5FDvwtMU9XBsbS8j","Creeds","Push Up - Main Edit","Columbia/B1 Recordings",14,20,12,"1554317"
15,"spotify:track:3IhM5Mber8KA0NaRNpK2px","Tiësto","Lay Low","Atlantic Records",12,12,26,"1543257"
16,"spotify:track:0Qm60nnOL9TSu2bn0UZSZt","PA Sports, Sido, Haftbefehl, Alies","Doktor","Life Is Pain",16,-1,1,"1525136"
