rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:4KULAymBBJcPRpk1yO4dOG","Zach Bryan, Kacey Musgraves","I Remember Everything (feat. Kacey Musgraves)","Warner Records",1,-1,1,"14180204"
2,"spotify:track:2IGMVunIBsBLtEQyoI1Mu7","Doja Cat","Paint The Town Red","Kemosabe Records/RCA Records",1,1,4,"12500705"
3,"spotify:track:4pCbJC43j3gSqG6Fen6upD","Zach Bryan, The War And Treaty","Hey Driver (feat. The War and Treaty)","Warner Records",3,-1,1,"9369542"
4,"spotify:track:4rXLjWdF2ZZpXCVTfWcshS","Gunna","fukumean","300 Entertainment",1,3,11,"9284872"
5,"spotify:track:78Du4CMFgnhdlG33gblkiP","Oliver Anthony Music","Rich Men North of Richmond","Oliver Anthony Music/ radiowv",2,2,3,"9244817"
6,"spotify:track:1BxfuPKGuaTgP7aM0Bbdwr","Taylor Swift","Cruel Summer","Taylor Swift",2,4,42,"8649365"
7,"spotify:track:0HEytGQM3bG1vKxER7IgVK","Zach Bryan, The Lumineers","Spotless (feat. The Lumineers)","Warner Records",7,-1,1,"8598650"
8,"spotify:track:00syWkRGIVQvYsg2OwfBUw","Zach Bryan","East Side of Sorrow","Warner Records",8,-1,1,"8350330"
9,"spotify:track:7K3BhSpAxZBznislvUMVtn","Morgan Wallen","Last Night","Big Loud Records / Mercury Records / Republic Records",1,5,31,"8122963"
10,"spotify:track:3EvZ03hGAFwGZ2Ebcu86YH","Zach Bryan","Tourniquet","Warner Records",10,-1,1,"8007789"
11,"spotify:track:5pIVEk6Di7n1v5khOzJaJL","Zach Bryan","Overtime","Warner Records",11,-1,1,"7575721"
12,"spotify:track:0GMiRrUnQuoGddKMsxGPIZ","Zach Bryan","Fear and Friday's","Warner Records",12,-1,1,"7524210"
13,"spotify:track:41WQUSINanQHfhfKpFDsms","Miley Cyrus","Used To Be Young","Columbia",13,-1,1,"7396350"
14,"spotify:track:7eOuUmpnHBlg5zsm8Cs7c3","Zach Bryan","Summertime's Close","Warner Records",14,-1,1,"7213806"
