artist_id,artist_name,genres,gender,category
1cH0i2n6YLrWFDDemqztay,Henning May,,male,Solo Act
1bpI6QDUqmfKmV0Tlhj0Jm,Pajel,german hip hop,male,Solo Act
0n1kV1G3NQrfuLGJosIGxb,Longus Mongus,german hip hop,male,Solo Act
2MDj296KJIfgWDNBtHzeFi,11:11 Music Group,"sad lo-fi,slowed and reverb,sped up",,Unknown
00FQb4jTyendYWaN8pK0wa,Lana Del Rey,"art pop,pop",female,Solo Act
7IErGg6ZCfFyJJoKGUUBpv,accelerate,sped up,,Unknown
2uSVRVjYZ0PlJPdFHnBETu,creamy,"sad lo-fi,slowed and reverb,sped up",,Band
716NhGYqD1jl2wI1Qkgq36,Bizarrap,"argentine hip hop,pop venezolano,trap argentino,trap latino,urbano latino",male,Solo Act
6ynopZPMBXcIGBI9M02Un5,Haftbefehl,german hip hop,male,Solo Act
23xqmJEN3oVxwzqtNIyR5m,AnnenMayKantereit,"cologne indie,german singer-songwriter",,Band
5YGY8feqx7naU7z4HrwZM6,Miley Cyrus,pop,non-binary,Solo Act
7kjSuFGKhLm8b5qXoMhRkJ,Libianca,afrobeats,female,Solo Act
0znpFLuaey34oJTE1jHSnT,Alexander Stewart,singer-songwriter pop,,Solo Act
4god2NWXy6cUNgwtEErYyn,PAIX,,,Band
4oLeXFyACqeem2VImYeBFe,Fred again..,"edm,house,stutter house",male,Solo Act
2ysnwxxNtSgbb9t1m2Ur4j,George Ezra,"folk-pop,neo-singer-songwriter",male,Solo Act
2Z9KL8Zmqx5Sg3cd7Fldhl,Olexesh,"german drill,german hip hop",male,Solo Act
7k403TjkSs0KANqh7pe9Vn,Bazzazian,,male,Solo Act
4GNC7GD6oZMSxPGyXy4MNB,Lewis Capaldi,"pop,uk pop",male,Solo Act
10XY9PZCJKzUFzZOdtlQLU,LX,"german hip hop,hamburg hip hop",male,Solo Act
3NPpFNZtSTHheNBaWC82rB,X Ambassadors,"modern alternative rock,modern rock,stomp pop",,Band
74NBPbyyftqJ4SpDZ4c1Ed,Tom Morello,modern alternative rock,male,Solo Act
0lAWpj5szCSwM4rUMHYmrr,Måneskin,"indie rock italiano,italian pop",,Band
7iWcRnQMinCoV2u5ICgsW0,Udo Lindenberg,"german pop,german rock",male,Solo Act
574qIjE9UTvfSvtnIrdLaE,Loi,,,Band
6cuFUBGA5G10AKRbwPpHXn,IZZY,,female,Solo Act
24TpjKMYIia8PKDT6DAyF0,Unrealistic Sounds,,,Unknown
5pVRwX5ZQR7hfJ18w8ZYkl,Ufo361,"german cloud rap,german hip hop",male,Solo Act
1VmIfQToGVtxmv2w3QtyVY,Symba,"german alternative rap,german hip hop",male,Solo Act
2hlmm7s2ICUX0LVIhVFlZQ,Gunna,"atl hip hop,melodic rap,rap,trap",male,Solo Act
1cKyknhftNKXCjMBd2hDrG,DYSTINCT,"belgian hip hop,moroccan pop,rap belge",male,Solo Act
6wH6iStAh4KIaWfuhf0NYM,Manu Chao,"latin alternative,world",male,Solo Act
3Vnl7pKDxagUgRJ3NMtEcE,Soufian,german hip hop,male,Solo Act
3meJIgRw7YleJrmbpbJK6S,Die drei ???,hoerspiel,not applicable,Unknown
4iusgX5y3xsAn824nywHVI,SOTT,german hip hop,,Unknown
3pMYJHAY5ErzmJQVWb8VX6,Lune,"frauenrap,german hip hop",,Solo Act
74KM79TiuVKeVCqs8QtB0B,Sabrina Carpenter,pop,female,Solo Act
1U0pXcl8GZlZ48jTgnpGHl,Beyazz,german hip hop,male,Solo Act
12xme1fwd3iGEW7rF9b6tp,Wincent Weiss,german pop,male,Solo Act
53EHeXzGs4HheTCTnwfPEr,SFR,,,Band
7CajNmpbOovFoOoasH2HaY,Calvin Harris,"dance pop,edm,electro house,house,pop,pop dance,progressive house,uk dance",male,Solo Act
1r93D0anfnfL4M7tYTce0J,Edwin Rosen,neue neue deutsche welle,male,Solo Act
3KedxarmBCyFBevnqQHy3P,Jessie Reyez,"canadian contemporary r&b,canadian pop",female,Solo Act
1yIifIA91WgmfzBcjbQB8i,Kurdo,"german hip hop,kurdish hip hop",male,Solo Act
2qMezKrAKRh2Z2uR3fCqHt,PA Sports,german hip hop,male,Solo Act
6QzzeKV0VcnT2vJMYDPuL4,Trettmann,"german cloud rap,german hip hop,hamburg hip hop",male,Solo Act
5tHiL8SKSaZGMBUPIiSmX4,KITSCHKRIEG,"german hip hop,hamburg hip hop",,Band
2Im8m4STDBosjfmb5hmP80,Loredana,"frauenrap,german hip hop,kosovan pop,romanian pop",female,Solo Act
1KCSPY1glIKqW2TotWuXOR,P!nk,"dance pop,pop",female,Solo Act
697ZbUKLJSEWWhtayAGxBY,Faroon,german hip hop,male,Solo Act
3ZpEKRjHaHANcpk10u6Ntq,Ayra Starr,afrobeats,female,Solo Act
3IJ21966TwNZI24MwZHMu4,Baby Tate,trap queen,female,Solo Act
6wWVKhxIU2cEi0K81v7HvP,Rammstein,"german metal,industrial,industrial metal,industrial rock,neue deutsche harte",,Band
5kwdlkk4NmcYtX2eNgQtK0,Haisenberg,german underground rap,,Unknown
0t84CBqmvihsUVFme33TLd,GReeeN,,male,Solo Act
2D4dnoM612qMIqUTC6uSjC,Big N,,male,Solo Act
1Wic7dyEeEpQXDBbDf6HKm,HoodBlaq,german hip hop,,Band
0GICHCgSgJrRnanaNRFIMX,Undacava,"german hip hop,german underground rap",male,Solo Act
3g8GEfox7TneqzId98rNGi,AVO,,male,Solo Act
0PPCPsuv0iOAYKGR2SkFal,VOLO,"german hip hop,german underground rap",,Band
7yCKN6vsAdJeyG5J7wGhFd,SANNA,german pop,male,Solo Act
3LvwPiJQJ0da0GurKMToV0,Baby Gang,trap italiana,,Band
1ZyqnbV7Brg5LgyS4EZCUD,FiNCH,tekk,,Band
2CmaKO2zEGJ1NWpS1yfVGz,Falling In Reverse,"alternative metal,pop punk,rap metal",,Band
3KQylwDxYE7Vxli0BSuwaf,$OHO BANI,german hip hop,male,Solo Act
1CcZoULzFHa8Uhwo6OlQcp,Semicenk,turkish pop,,Unknown
0XRkZikEumDTaGGE9mW8HA,2 Engel & Charlie,hypertechno,,Band
70Rt4lMiib6ya5azoVK51v,TYM,"german cloud rap,german hip hop,german trap,neue neue deutsche welle",male,Solo Act
1Fg19vpUJpAAPFjnKaVYVW,Reynmen,"turkish hip hop,turkish pop",male,Solo Act
5p7mWeX4RlvqBCxylfiXdE,KC Rebell,"german drill,german hip hop",male,Solo Act
1HBjj22wzbscIZ9sEb5dyf,Jonas Blue,"pop,pop dance,tropical house,uk dance",male,Solo Act
3Mn6d673ieRza7uw6zY2Zv,Hava,"frauenrap,german hip hop",female,Solo Act
5CCwRZC6euC8Odo6y9X8jr,Rita Ora,"dance pop,pop,uk pop",female,Solo Act
05LbKtCK9GvxTXoBxqKZxu,Damar,,male,Solo Act
78rUTD7y6Cy67W1RVzYs7t,PinkPantheress,bedroom pop,female,Solo Act
3utZ2yeQk0Z3BCOBWP7Vlu,CRO,german hip hop,male,Solo Act
1G7TGDJ01So6i6XNirnVS7,Takt32,german hip hop,male,Solo Act
6ZhCnvNfvewkfx9ERyhelw,vito,,,Band
2vUksNaSYwWudCDXabAwvB,Juh-Dee,,male,Solo Act
1SUu1Bi7ev9HbOzyVC77qD,Kool Savas,"german hip hop,turkish hip hop",male,Solo Act
2HdP7fpDiLWAvElYGg75gd,Hanybal,german hip hop,male,Solo Act
3LZZPxNDGDFVSIPqf4JuEf,Ice Spice,bronx drill,female,Solo Act
311uEW9rt5g2NmzjGEKS2E,Mae Stephens,singer-songwriter pop,female,Solo Act
3bUA5ltyxKcuYe5G2U0GA4,Querbeat,"karneval,kolsche karneval",,Band
1GdFniPzxbAmIGIn89RwoI,LUIS,"german hip hop,german trap",male,Solo Act
0ErzCpIMyLcjPiwT4elrtZ,NLE Choppa,"memphis hip hop,rap",male,Solo Act
5uRfU4LuGDkxzZ86uCXQY8,Brings,"german rock,karneval,kolsche karneval",,Band
21H6paZGGR6dQpVmAqbdzV,1986zig,"german hip hop,german pop",male,Solo Act
09CPWQj1yNBn950BwzCRRb,Helsynki,,,Unknown
6GoNVmYCl0yUm4pEp80vn6,badchieff,"bayerischer rap,german hip hop",male,Solo Act
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,"east coast hip hop,gangster rap,hip hop,pop rap,rap",male,Solo Act
2GRDbUJRZwKzeiwxrjJdmQ,2Rare,"philly drill,philly rap",male,Solo Act
0fN3Kd9aGNr9lTzRFqih4S,Kasalla,"karneval,kolsche karneval",,Band
0M2CO5ijP35MDhNwvpgxTV,sped up nightcore,"nightcore,sped up",,Unknown
60pVmLS5zlt31OWk340O3U,MAJAN,german hip hop,male,Solo Act
7tUuueEA6DzbvvHmDy79Ow,Max + Johann,,,Unknown
6fOMl44jA4Sp5b9PpYCkzz,NF,"hip hop,pop rap",male,Solo Act
2xzyIzdjfeXX6FIQtlAAyw,ARIZONATEARS,,,Unknown
0oxWjDXa2iXcVB11n8RY3U,BOJAN,german hip hop,male,Solo Act
1Hsdzj7Dlq2I7tHP7501T4,Niall Horan,pop,male,Solo Act
4SZSRsSh4xJx9o5V1uDE1o,Ahmad Amin,,male,Solo Act
6d5CGj93XLaqmyt10XgL8O,Cat Ballou,"cologne hip hop,german rock,kolsche karneval",,Band
474Q0FLKeKJZpGZgvo8QdD,CALO,german hip hop,,Band
0F3lC4Bfyf7mKrkCiXPAaO,Paveier,"karneval,kolsche karneval",,Band
6A9b0JlSJF0KxCddzOTGiA,Höhner,"karneval,kolsche karneval",,Band
6AZfDB8isLU2sHkSm3sRhX,Milonair,"german hip hop,hamburg hip hop",male,Solo Act
2DA16aO9CbATHqMY4ylN5n,LIL M,german viral rap,,Solo Act
2f7f3AmL16mmiAmYnxmmfx,Provinz,"german indie folk,german pop",,Band
66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,pop,female,Solo Act
39KEQQAG9JhIt71g9NEVhh,Azet,"albanian hip hop,german hip hop",male,Solo Act
7bzKgx8PQw6TCVDSD43pc1,Valexus,hypertechno,,Unknown
2E5bmPbkiGhZ3ZK798zFIb,Dauner,,male,Solo Act
3fgh28NoU2ArVdUdymvnf3,Matthias Reim,"classic schlager,german pop,schlager",male,Solo Act
3FBEsNyIwRnOHOf1Rv3SLa,Superstar Pride,southern hip hop,,Unknown
790FomKkXshlbRYZFtlgla,KAROL G,"reggaeton,reggaeton colombiano,trap latino,urbano latino",female,Solo Act
2s0YBNTlWf61tFJwKderGS,Dú Maroc,"german hip hop,german underground rap",male,Solo Act
4H9W4cb3X0qRpv87yKV7fV,Kwam.E,"german alternative rap,german boom bap,german hip hop,hamburg hip hop",male,Solo Act
0bMt8SJlp0gFRUufzifS05,K.I.Z,german hip hop,,Band
42RwQlOWDVzGRQVa61O8VV,OVE,,,Band
0HXAyc6kXXdnrE8wdVwS5E,Tarek K.I.Z,,male,Solo Act
1GmsPCcpKgF9OhlNXjOsbS,Lizzy McAlpine,"alt z,boston folk,indie pop,singer-songwriter pop",female,Solo Act
2upuN9shLkzkxeRbOU0nEl,DEADEYE808,,,Unknown
49U1wR2eateFtB7cxd4ncm,Nico K.I.Z,,,Unknown
67hb7towEyKvt5Z8Bx306c,Empire Of The Sun,"australian dance,australian electropop,dance rock,indietronica,neo-synthpop",,Band
387fj6TuPJ3y2H8ViAm6r0,Pietro Lombardi,german pop,male,Solo Act
4ol4AQkp02j1FQuQ4uGH1k,Maxim K.I.Z,,,Unknown
0cUMeX7DFLIvLy0q8uqp6q,Drunken Masters,,,Band
2SRd7Kx7xWkZjoaFKgEreg,Paul,,male,Solo Act
3JOuq4jD26hJ229ZaKHEe3,Anne Imhof,,,Unknown
2qxkFauoxk34qhVdkgbqbz,LUVRE47,"german hip hop,german underground rap",male,Solo Act
2ctUnxn4qlNB9rYMyKJuMf,Ikke Hüftgold,"discofox,oktoberfest,partyschlager",male,Solo Act
5Qa6L42X3G6sXrWvYvxGOc,Cato,,male,Solo Act
4DdkRBBYG6Yk9Ka8tdJ9BW,Offset,"atl hip hop,hip hop,pop rap,rap,trap",male,Solo Act
62TYO8MQIPGNVne59x3AqS,Ansu,"german drill,german hip hop,german trap,hamburg hip hop",,Solo Act
6poBa7e0hqMo8tfNjh0TAV,Die Draufgänger,"partyschlager,schlager,volkspop",,Band
7qMDCTsnaGWM9h8rqTnk0q,Levin Liam,,male,Solo Act
3uJx5SnOM59Li7lCxA3b29,Lil Keed,"melodic rap,trap",male,Solo Act
4bId6MR2fskVKIeCSEmktg,Ivo Martin,,,Solo Act
50co4Is1HCEo8bhOyUWKpn,Young Thug,"atl hip hop,atl trap,gangster rap,melodic rap,rap,trap",male,Solo Act
3tmjMu5zfLOTVJ8YX5FDpU,Yasha,,male,Solo Act
7adCbfW9aRcBxWhuuSNXTo,Florentina,"frauenrap,german hip hop,german pop",female,Solo Act
2gtmbs0Uas9TBSMqkA4zjE,Data Luv,german hip hop,male,Solo Act
30SUIQhGDLj1pP0yg4fSMu,Miss Platnum,german pop,female,Solo Act
3nDNDLcZuSto4k9u4AbcLB,Marteria,"german hip hop,german pop",male,Solo Act
7oIvDwKGV2SuH4HJl0CKPp,Dante YN,german hip hop,male,Solo Act
0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,"indietronica,metropopolis,pop,uk pop",female,Solo Act
2fu4Q8SANwMZ2rWS5hqjcA,lityway,german trap,male,Solo Act
14CHVeJGrR5xgUGQFV5BVM,Fivio Foreign,"brooklyn drill,new york drill,trap",male,Solo Act
2SabhGDiBSyaM6QSuBUVqB,Noizy,"albanian hip hop,albanian pop,greek trap",male,Solo Act
6t7U7sYlVCtlMWzbecJcHd,Dhurata Dora,"albanian hip hop,albanian pop,frauenrap",female,Solo Act
2SveKtmknwwMpYJtuFkYZj,Schubi AKpella,german hip hop,,Unknown
0PVPI2jOWDJtWpOxrXnT6F,Edo Saiya,german hip hop,male,Solo Act
1Kjs5u8GQf6zCFdTj6SI9E,Malik Montana,"polish drill,polish hip hop,polish trap",male,Solo Act
2JwyRtuXf2l6sTnSnGVIa1,Farid Bang,german hip hop,male,Solo Act
3Fl31gc0mEUC2H0JWL1vic,Paula Hartmann,,female,Solo Act
2ErWLckuGFl84nGmg5fwyG,Bilderbuch,"austrian indie,austrian pop,austropop",,Band
65AzRSW0jKSs0WtttEXrOw,ELIF,"frauenrap,german hip hop,german pop,german singer-songwriter",female,Solo Act
1E8mXBWN7AXZCOPYbOky4J,Jazeek,german hip hop,male,Solo Act
2FXC3k01G6Gw61bmprjgqS,Hozier,"irish singer-songwriter,modern rock,pov: indie",male,Solo Act
7cuo0m2sTg2Pc65nc6vZTb,IBRA,,,Band
1oSPZhvZMIrWW5I41kPkkY,Jimin,k-pop,male,Solo Act
4q7ngAwdssZX9kg3CSuVNo,Rafik,,male,Solo Act
7ltDVBr6mKbRvohxheJ9h1,ROSALÍA,"pop,r&b en espanol",female,Solo Act
1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,"puerto rican pop,reggaeton,trap latino,urbano latino",male,Solo Act
7LQLsKs1Qulq0BxYdhRnBU,AZAD,"german drill,german hip hop,kurdish hip hop",male,Solo Act
1XKjtpH5P81gpOXDB91IEB,Miami Yacine,"albanian hip hop,german hip hop",male,Solo Act
7ur9WUsgFMxnJAKojdVBeg,LLUISA,,female,Solo Act
03Vz1qy4oauKKM9kJKy5DW,EAZ,"kosovan pop,schweizer rap,swiss hip hop,swiss trap",male,Solo Act
1hJuGCUpefX24GFmss9bjH,Amy Macdonald,scottish singer-songwriter,female,Solo Act
4LwRgSkj7AJJTKLnEaHjMv,Lucio101,"german alternative rap,german drill,german hip hop",male,Solo Act
5j21TGkrNEAJe3gG9VlS34,Shindy,german hip hop,male,Solo Act
3IW7ScrzXmPvZhB27hmfgy,Jul,"french hip hop,pop urbaine,rap marseille",male,Solo Act
5ZYOlPpI9FZu2uIPkTB0UA,CÉLINE,"frauenrap,german hip hop,german pop",female,Solo Act
23TFHmajVfBtlRx5MXqgoz,Sfera Ebbasta,"italian hip hop,italian pop,trap italiana,trap latino",male,Solo Act
3YwqjMyrRfuixi2pbgTGCE,Heuss L'enfoiré,"french hip hop,pop urbaine,rap francais",male,Solo Act
2j2rh3oQh4QEUnNTDKYSJD,187 Strassenbande,"german hip hop,hamburg hip hop",,Band
4cisvT0RilDGHw8lzANpUA,Nicolas Binder,,male,Solo Act
1HLQrKy2EhoJdADW105gfR,ALCATRAZ,,,Band
38KSpOSYnwQX9zcOcVKdym,Frauenarzt,,male,Solo Act
1zNqDE7qDGCsyzJwohVaoX,Anne-Marie,pop,female,Solo Act
7oxHYIVHNg4JQdKnUe1HiQ,Damn Yury,hypertechno,,Unknown
7M7NxBEoOEg35yqUyLRTgT,Joris Sava,,female,Solo Act
2feDdbD5araYcm6JhFHHw7,Labrinth,"indie poptimism,pop",male,Solo Act
2x8vG4f0HYXzMEo3xNsoiI,Bibi und Tina,"hoerspiel,kindermusik,kleine hoerspiel",,Unknown
011bJBtG8SdkBqBiSpBllF,JEREMIAS,german pop,,Band
4Gu3HeiC8HudZsnYp52Wg0,Teven,frauenrap,female,Solo Act
2JLl6rSFWx9YuSPLcLhkAG,Julian Perretta,uk pop,male,Solo Act
2lQUT7KTSpuj9z8PdtMdtz,July,hypertechno,male,Solo Act
7tzELpzPjTq26pa5FT9ykz,Yung Yury,"german hip hop,hypertechno",male,Solo Act
7keGfmQR4X5w0two1xKZ7d,Kungs,"edm,pop dance,uk dance",male,Solo Act
09agIJMxCD2k87ys9Al0f0,VIZE,"german dance,slap house",,Band
1rP4Q1mkJ12vqwQCDsQPfM,Sergen,,male,Solo Act
73iRYNagrxEsjbTjE9XDoJ,Sem Eisinger,,male,Solo Act
33NVpKoXjItPwUJTMZIOiY,David Kushner,"gen z singer-songwriter,singer-songwriter pop",male,Solo Act
0qpMYTgbXRi1ZcX6vend3T,Jack Black,"comedy rock,comic",male,Solo Act
246dkjvS1zLTtiykXe5h60,Post Malone,"dfw rap,melodic rap,pop,rap",male,Solo Act
5sVL8H7X4Yxvrt8FVrajuP,4nesca,,,Unknown
0K2Pu3o5gn1K5vbzZvCAMn,MONISA,,female,Solo Act
4GJ6xDCF5jaUqD6avOuQT6,FIFTY FIFTY,k-pop girl group,,Band
6QJo3m62pMHNWqSwgwt2qz,Geenaro & Ghana Beats,,,Unknown
0HlxL5hisLf59ETEPM3cUA,Scooter,"eurodance,german techno,hamburg electronic,happy hardcore",,Band
01FZ7tHzCf6gILWXztfbOP,IMMI,german hip hop,female,Solo Act
6TR6dUNDpqyitYzDvY7DI0,Koushino,"german drill,german hip hop,german underground rap",male,Solo Act
1hzfo8twXdOegF3xireCYs,Milky Chance,"german pop,modern rock",,Band
4FDj6mh458K7m9Txwyj2rt,Harris & Ford,"hypertechno,partyschlager",,Band
488v7rQzthLNK22r0UvMie,La Bouche,"diva house,eurodance,europop,german techno",,Band
5GYaRwCWwhU6SIQrQ5G3b7,Hypaton,,male,Solo Act
0kDOao6cVpYBKRLPXokuDF,Dj Belite,,male,Solo Act
69vud63wR3OkrAPirhsOMC,Dani Lia,german pop,female,Solo Act
31W5EY0aAly4Qieq6OFu6I,A Boogie Wit da Hoodie,"melodic rap,rap,trap",male,Solo Act
4V8LLVI7PbaPR0K2TGSxFF,"Tyler, The Creator","hip hop,rap",male,Solo Act
4dpARuHxo51G3z768sgnrY,Adele,"british soul,pop,pop soul,uk pop",female,Solo Act
49LauQfpd2peE6g1aWbuTA,DNDM,,,Unknown
0HSc7yUdNSosxRb2UJnXlz,Namika,german pop,female,Solo Act
0hCNtLu0JehylgoiP8L4Gh,Nicki Minaj,"hip pop,pop,queens hip hop,rap",female,Solo Act
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,colombian pop,female,Solo Act
6gto7HVNhu4ARE3P3g8Y5Y,Kollegah,german hip hop,male,Solo Act
5qZLYtTL3ldN6Uw7OXHESR,Sa4,german hip hop,male,Solo Act
6rCSN5ZYcBpBWIY2GEiKdQ,Isi Glück,partyschlager,female,Solo Act
24UmQq4ccfSLpXXurb40ig,Honk!,partyschlager,male,Solo Act
5BwOOeKayeMZXa5SSaiRxv,Ricchi E Poveri,classic italian pop,,Band
0lFLP59V4TY3XgnrkFIwxK,Katja Krasavice,"frauenrap,german pop,german viral rap",female,Solo Act
6vRKWcwC6OphUNy3Ds5O0U,Ataypapi,,male,Solo Act
5c0lDrNyT2RnFhujZpPIas,Victor Thompson,naija worship,,Unknown
3NZPZUWDcJngcu8MuBpT69,KARDO,german hip hop,,Unknown
1Ffb6ejR6Fe5IamqA5oRUF,Bring Me The Horizon,"melodic metalcore,metalcore,modern rock,rock,uk metalcore",,Band
5japL3H3OQvvJfhtsNh3eU,Teya Dora,,female,Solo Act
6QdzKE9cMAEFZj1pYcxpsf,Ehis 'D' Greatest,,,Unknown
782IpIScTpnDhYb9hyxOu1,The Product G&B,,,Band
74dYv2oIuum4EJS3Vk4mKO,X WAVE,german hip hop,male,Solo Act
6GI52t8N5F02MxU0g5U69P,Santana,"blues rock,classic rock,mexican classic rock",,Band
35HMF6Y8dSzNfeJs3X65fw,Alessandra,,,Solo Act
6LkMGN0t3HDNL8hIvma70r,Käärijä,finnish pop,male,Solo Act
49aaHxvAJ0tCh0F15OnwIl,Loreen,europop,female,Solo Act
21aa4pj9BvbFB2iT8kRpnq,Michael Schulte,"german pop,talentschau",male,Solo Act
28eLrVsohdXynlnIzQ2VvI,Lord Of The Lost,"dark rock,neue deutsche harte",,Band
6l3HvQ5sa6mXTsMTB19rO5,J. Cole,"conscious hip hop,hip hop,north carolina hip hop,rap",male,Solo Act
1wak0ZG1LUrZPYx8RDTQoD,Noa Kirel,israeli pop,female,Solo Act
3hcs9uc56yIGFCSy9leWe7,Lil Durk,"chicago drill,chicago rap,drill,hip hop,rap,trap",male,Solo Act
7l8dcABCTyZKrkskt53Z2u,TJ_beastboy,,male,Solo Act
6cEuCEZu7PAE9ZSzLLc2oQ,R3HAB,"dutch house,edm,electro house,pop dance,progressive electro house,slap house",male,Solo Act
0ycqYtKEVKcGllrwM9uITa,Pano,,,Solo Act
0JBdTCGs111JKKYfLqOEBa,Shirin David,"frauenrap,german hip hop,german pop",female,Solo Act
4q3ewBCX7sLwd24euuV69X,Bad Bunny,"reggaeton,trap latino,urbano latino",male,Solo Act
39SBU4h2UWiGkwfm8EUZJY,Hasso,,,Unknown
1ZHk8dteZz6Vi2HFp4hGoM,Abra Cadabra,"grime,uk drill,uk hip hop",male,Solo Act
3OSeYeKlvOhNfcLVQNadmB,Omar101,,male,Solo Act
4WnAHZz1pgl8hus8hidIRV,MHD,"french hip hop,pop urbaine,r&b francais",male,Solo Act
7KpyU32bL0qN4pY9wNSu7E,YAM,,,Band
51DevdOxIJin6DB1FXJpD1,UZI,"turkish hip hop,turkish trap",male,Solo Act
0qWh37EfLCSZDzri7wpi9n,Momo Chahine,german pop,male,Solo Act
6s5ubAp65wXoTZefE01RNR,Joost,lustrum,male,Solo Act
6ioU7VVUMpOhlsD1b9A4xP,Marlo,german hip hop,male,Solo Act
6tekmZkCK5xHTIwWeqyr0i,Ra'is,german hip hop,male,Solo Act
1T6DQ853AlyL47W8a2jC0f,Otto Waalkes,kabarett,male,Solo Act
2IVvZIe3P9BMuCI6h48Bjg,Nizi19,german hip hop,,Unknown
4anaTI5qQtKKp5D6I5sgDp,Ulf Leo Sommer,,male,Solo Act
1ZPGzmbFTn8GRjqTqnLiFE,Niklas Dee,"hypertechno,slap house",,Unknown
40fhusTxvAWqq7xKB2rlgf,Ghetto Phénomène,"french hip hop,pop urbaine,rap marseille",,Band
1UEipeDjRtS1qnuhmKgmXg,Peter Plate,hoerspiel,male,Solo Act
1yq9UuPp5DIb5w6eswGbKV,Adriano Celentano,"classic italian pop,italian adult pop",male,Solo Act
6k9e4mFFVtEAAhGdvJBtqB,Luca-Dante Spadafora,hypertechno,male,Solo Act
0rKRcoCpKA2jLHuIXXn80i,Octavian,hypertechno,male,Solo Act
699OTQXzgjhIYAHMy9RyPD,Playboi Carti,"atl hip hop,plugg,pluggnb,rage rap,rap",male,Solo Act
6Ip8FS7vWT1uKkJSweANQK,Dave,uk hip hop,male,Solo Act
7qmpXeNz2ojlMl2EEfkeLs,Nicky Youre,singer-songwriter pop,male,Solo Act
4jEwTCIHu0hdDbamxScpou,lucidbeatz,,,Solo Act
4zS8Ddu7VyywBFvx8ki7qw,Benji Asare,,male,Solo Act
38PzLQE4GW8o7A18oGhi0x,dazy,,male,Solo Act
6tbjWDEIzxoDsBA1FuhfPW,Madonna,"dance pop,pop",female,Solo Act
6012kczHExxqLw3N9xnEZ4,Alies,,female,Solo Act
6dXL3SnQlCGX9LCUAyin6a,Stereoact,"german dance,german pop,schlager",,Band
1zNqQNIdeOUZHb8zbZRFMX,Swae Lee,"melodic rap,rap,trap",male,Solo Act
0lcOO2pXTNgXWPcOgFQnMf,Danergy,,male,Solo Act
5pCGvSxNNUcddlRrG0wsrY,Roisee,,,Unknown
3A9B6c1CrSPauiOblw7pWz,Nico Santos,german pop,male,Solo Act
6pgfx4K1p1kT0RewXjmLfk,Roger Whittaker,"classic schlager,easy listening",male,Solo Act
6LnJKrtFnTEGdbWQ2riWCL,Ezhel,"turkish hip hop,turkish trap",male,Solo Act
55Aa2cqylxrFIXC767Z865,Lil Wayne,"hip hop,new orleans rap,pop rap,rap,trap",male,Solo Act
18LfR2nMtsEBVRcjOmpUgP,Malle Kalle,,,Unknown
2HHmvvSQ44ePDH7IKVzgK0,Jain,french pop,female,Solo Act
2dIgFjalVxs4ThymZ67YCE,Stray Kids,"k-pop,k-pop boy group,pop",,Band
6v2YWK8EvCyut0QtBcAypu,Old Jim,hypertechno,male,Solo Act
61PUjJm9JH5ck3LxD6RypE,Enny-Mae,hypertechno,female,Solo Act
2a0uxJgbvvIRI4GX8pYfcr,J Hus,"afroswing,grime,uk hip hop",male,Solo Act
2SSMKpG9gJLqvXS8mZqlHn,Arlinda,,,Unknown
0HFX10cw3sUd3fMmBNoDDv,OG LOCKE,german hip hop,,Solo Act
1enXMVomlMi88CZFYL1m2f,K y B,,,Band
7B2505CWdAIDMEZMy3pOm9,Unterm Radar,,male,Solo Act
0Kwf0zcciIFGLCKiqNcO6Q,SRNO,dutch rap pop,male,Solo Act
4az97MtWmBQ5Db3GfDh9j9,Morad,"drill espanol,urbano espanol",male,Solo Act
3Nrfpe0tUJi4K4DXYWgMUX,BTS,"k-pop,k-pop boy group,pop",,Band
22dFwJoRBV51ue5TGnC7Dt,Beny Jr,"drill espanol,urbano espanol",male,Solo Act
72y6W9pGy97xTM44dwy3F6,BILLA JOE,,male,Solo Act
1EfwyuCzDQpCslZc8C9gkG,SDP,"german pop,german reggae",,Band
12GqGscKJx3aE4t07u7eVZ,Peso Pluma,"corridos tumbados,sad sierreno",male,Solo Act
0XeEobZplHxzM9QzFQWLiR,Eslabon Armado,"corrido,corridos tumbados,sad sierreno,sierreno",,Band
0uHvlWnhRpaomF4e9IZHLy,Doğu Swag,"turkish hip hop,turkish pop",,Unknown
1ZpLpz4tFdvUocboq1KX3M,Big Pat,,male,Solo Act
6UDhlW8uEVBBrqHS3RrKuv,Casper,"german alternative rap,german pop",male,Solo Act
2OnQaD8lUpHE03D6T5Xrap,Shirama,,,Unknown
7xNYY1Zkb1vks5m9ATlJok,Naza,"french hip hop,pop urbaine,r&b francais,rap francais",male,Solo Act
3zWMcT8MOIAnQMbGFmMFun,Unleaded,,,Unknown
5cj0lLjcoR7YOSnhnX0Po5,Doja Cat,"dance pop,pop",female,Solo Act
7qXzy6c5RWT0XlVQcOBIDG,Mark Forster,german pop,male,Solo Act
6JWRJCM7ErCEi55aWhHodD,KREMIK,,,Unknown
